36,0.35061,37.12412668,1.230573,0.824497
33.8,0.176428,35.20389392,0.579028,0.095695
39.2,0.116366,40.32520436,0.376971,0.10248
33.6,0.08772,35.41518224,0.27842,0.678096
35.8,0.069829,36.84878119,0.219807,0.953795
41,0.057858,42.83210568,0.181488,0.963819
42.5,0.049299,43.91637734,0.152394,0.002672
36.8,0.043202,37.86661243,0.133467,0.081722
44.7,0.038125,45.78457447,0.117431,0.656491
44.3,0.033999,45.98015495,0.103092,0.557443
44.3,0.030888,45.82954531,0.094738,0.817289
47.4,0.028035,48.61275266,0.083649,0.682739
50.9,0.02575,52.17206959,0.076798,0.947909
47.3,0.024014,49.04184101,0.070938,0.884196
52.2,0.022182,53.68165004,0.066743,0.829916
47,0.020792,48.5261767,0.061722,0.506334
53.7,0.019418,55.03720066,0.057889,0.745702
53.6,0.018374,54.79977077,0.053816,0.237404
54.9,0.017299,56.24488631,0.05088,0.641783
53,0.01641,54.30316874,0.048973,0.640319
55.3,0.015639,56.98806341,0.045629,0.318978
55.4,0.014933,56.89886383,0.044507,0.896028
54.8,0.014271,56.11664455,0.041675,0.589226
56,0.01357,57.04272763,0.040237,0.741161
52.1,0.013037,53.59013555,0.038178,0.72116
55.7,0.012528,57.2876984,0.036559,0.149916
53.2,0.012098,55.05396139,0.035514,0.572153
54.8,0.011582,56.32781829,0.03379,0.821904
55.4,0.01119,57.09801282,0.032325,0.537286
57.1,0.010803,58.33054126,0.031883,0.411387
53.6,0.010474,54.86696371,0.030506,0.697555
53.6,0.324744,54.77010268,1.17475,0.47548
55.2,0.16162,57.19380015,0.478313,0.250997
55.6,0.107859,57.41277898,0.315027,0.864176
51.6,0.081013,52.83255309,0.234518,0.80969
58,0.064634,59.52876022,0.185956,0.904554
55.3,0.053601,56.36902341,0.157402,0.780433
57.2,0.046021,58.20498261,0.134197,0.406984
56.5,0.040302,57.87055541,0.118246,0.064656
56.5,0.035772,57.85739039,0.104618,0.090069
55.9,0.03219,57.28873179,0.092246,0.593017
54.6,0.02929,55.6068291,0.083543,0.457667
57.2,0.026795,59.10055303,0.076621,0.649804
55,0.024775,56.98858774,0.071515,0.559943
55,0.022985,56.89246493,0.066834,0.620693
55.9,0.021375,56.90524636,0.061156,0.222651
57.6,0.019983,58.79195736,0.057942,0.303365
57.8,0.018782,59.46115236,0.053976,0.349657
56.8,0.017748,58.00152971,0.050962,0.631008
57.1,0.016888,58.50977061,0.048083,0.257666
58.4,0.015945,60.10375617,0.045864,0.596971
58.1,0.015226,59.28162801,0.043673,0.977095
57.3,0.014541,58.95356045,0.042189,0.882349
58.6,0.013888,59.97805111,0.040721,0.739057
55.6,0.013388,57.40054442,0.038021,0.294388
58.5,0.01275,60.14286546,0.036926,0.726011
57.2,0.012266,58.77250153,0.034853,0.16032
57,0.011814,58.57568812,0.03389,0.11692
57.1,0.0114,58.36901621,0.032375,0.364795
56.5,0.010958,58.26257386,0.031271,0.594457
59.3,0.010645,60.60415201,0.030978,0.07505
58.1,0.010307,59.99010566,0.029532,0.691037
58.5,0.318974,59.95584256,1.144293,0.897729
57.7,0.159123,58.84004584,0.451809,0.586877
58.4,0.105672,59.99663291,0.300111,0.959768
58.4,0.07926,59.41703355,0.224829,0.556443
56.6,0.063661,58.42843581,0.179378,0.659655
57.4,0.052745,58.88196359,0.147944,0.8198
58.8,0.04507,60.02756246,0.129208,0.112968
59,0.039599,60.55450775,0.113491,0.633456
58.1,0.035082,60.00505854,0.099404,0.619552
56.2,0.031642,58.1298005,0.091876,0.004699
58.6,0.028653,60.4226278,0.081127,0.945041
56,0.026426,57.0338983,0.075427,0.557527
58.2,0.024336,59.53108987,0.069783,0.123245
59.1,0.022594,60.45962658,0.063847,0.284825
56,0.021206,57.99548052,0.061239,0.256281
59.1,0.019771,60.46633711,0.055741,0.226155
58.8,0.018487,59.98826758,0.051854,0.733361
58,0.017522,59.40396995,0.049832,0.989679
58.3,0.016637,60.07575277,0.04764,0.945551
58.4,0.015771,60.07109967,0.044801,0.434311
56.4,0.01511,57.60450856,0.042054,0.813074
59.9,0.014263,61.6831542,0.040288,0.556372
60.6,0.013671,62.0342272,0.038951,0.684981
60.3,0.013075,61.35682612,0.037246,0.976564
57.6,0.012559,58.98389329,0.035777,0.660607
58.2,0.012121,60.1463486,0.034265,0.975221
59.8,0.011611,61.36328322,0.032706,0.466386
59.2,0.011274,61.13116723,0.03185,0.19216
60.6,0.010836,62.59470622,0.030749,0.850647
59.6,0.010505,60.70199289,0.029636,0.367527
60.4,0.010094,62.00272677,0.028153,0.597162
60,0.310804,61.45461627,1.052608,0.290094
60.6,0.156331,62.56449106,0.436179,0.132481
58.8,0.104665,60.52760269,0.294162,0.313194
59.7,0.078703,61.38001226,0.222182,0.635814
60.3,0.062554,61.46157239,0.177492,0.730609
60.4,0.052155,61.40269739,0.143226,0.563631
61.1,0.044694,62.91174841,0.124858,0.547895
59.9,0.039111,60.92528591,0.110738,0.255755
60.5,0.034713,61.53296157,0.096704,0.189618
60.1,0.031134,61.80576196,0.086654,0.617184
60.9,0.02834,62.53339484,0.079723,0.021394
60.4,0.025982,61.51731644,0.070733,0.112763
59.5,0.023881,61.24671537,0.066366,0.706632
60.2,0.022344,61.81781498,0.062774,0.696649
60.8,0.020792,62.61453096,0.058197,0.645208
60.6,0.019512,62.53152829,0.054291,0.399046
61.5,0.018354,62.86313907,0.051716,0.381168
60.3,0.017354,61.30497826,0.047512,0.464204
60.9,0.016269,62.15146951,0.045388,0.437086
59.6,0.015664,61.52785418,0.043765,0.801009
60.6,0.014873,62.29860803,0.040831,0.764212
58.2,0.014264,59.3487564,0.039622,0.846111
60.2,0.013563,62.1348125,0.037939,0.973048
61.3,0.01298,63.10034323,0.036947,0.461792
60.1,0.012437,61.84279414,0.035241,0.748647
61.5,0.011984,63.41656131,0.034015,0.991094
61.3,0.011567,62.43693841,0.032844,0.62548
60.6,0.011083,61.99391109,0.030407,0.346696
59.9,0.010764,61.50872906,0.029418,0.757773
60.8,0.010336,62.09540119,0.028786,0.000586
61.8,0.010018,63.06831216,0.028138,0.492799
62.2,0.309988,63.65658002,1.080194,0.980786
61.9,0.154259,63.64986339,0.418488,0.695285
60.9,0.103129,62.68198212,0.285272,0.757687
63,0.07706,64.01281122,0.209521,0.974438
60.6,0.061936,62.19636631,0.16736,0.999745
59.7,0.05184,61.53421068,0.143297,0.950134
61.2,0.044409,62.71573548,0.124727,0.671941
61.3,0.038673,62.54007747,0.105289,0.612736
61.9,0.034389,63.37961137,0.094838,0.006746
60.3,0.030948,61.53890386,0.085107,0.643707
60.6,0.028248,62.13895911,0.078294,0.359843
62.6,0.025718,64.23543148,0.071027,0.144698
61.4,0.023734,62.51875552,0.064662,0.060297
61,0.0219,62.48331896,0.05987,0.780512
59.2,0.020736,60.75891124,0.058009,0.119361
62,0.019284,63.90086524,0.053348,0.130423
59,0.018192,60.65644554,0.050143,0.637182
61.9,0.017159,63.50360297,0.047179,0.127082
60.1,0.016335,62.05583604,0.045339,0.528164
61.5,0.015398,63.24134565,0.042493,0.53214
60.7,0.014611,61.99541149,0.039396,0.490522
62.4,0.013983,64.30683683,0.038326,0.165186
61.9,0.013402,63.39997527,0.037031,0.124467
62.7,0.012885,64.53806711,0.036321,0.012903
60.9,0.012297,62.5607569,0.033725,0.109439
61.6,0.011821,63.32332336,0.03264,0.684975
62.1,0.011422,63.15799958,0.031432,0.131381
59.2,0.011051,60.77064422,0.030479,0.293404
60.9,0.010627,62.25139497,0.028786,0.508898
61.9,0.010265,63.20449516,0.028497,0.837454
61.5,0.009971,62.71958493,0.027518,0.96349
60.8,0.307099,62.54727886,1.018922,0.306331
61.6,0.153423,63.59106904,0.420387,0.504666
61.6,0.10281,62.84425454,0.279921,0.135481
61.2,0.076822,62.72572157,0.211453,0.526652
61.5,0.061579,62.85625317,0.169945,0.830052
62.3,0.051197,64.01735058,0.139798,0.514095
60.6,0.043715,62.09147781,0.117873,0.782138
63,0.038246,64.87717965,0.103821,0.240136
62,0.033996,63.54378616,0.091698,0.868409
61.2,0.030694,62.81847513,0.083713,0.234306
61.9,0.027882,63.30504404,0.074799,0.39269
62.4,0.025467,63.99561611,0.06901,0.667919
62.5,0.023594,63.71935601,0.064834,0.430833
62.3,0.021848,63.67430741,0.058843,0.272702
62.2,0.020444,63.93263284,0.055014,0.326995
63.2,0.019171,64.66573031,0.052401,0.058362
61.7,0.017994,63.46642509,0.047983,0.836256
63.2,0.016969,64.59605528,0.046718,0.519224
62.2,0.016069,63.37179615,0.043701,0.24793
60.8,0.015379,62.27890188,0.041954,0.40227
62,0.014524,63.77172734,0.038866,0.070158
62.9,0.013906,64.85983771,0.038537,0.31579
63.1,0.013209,64.56283704,0.034899,0.123852
61.9,0.012793,63.44926985,0.035357,0.963995
60.9,0.012242,62.73969165,0.032909,0.873584
62.1,0.011755,63.91947719,0.031652,0.106349
62.7,0.011304,64.62412873,0.030455,0.070856
61.6,0.010951,62.85570008,0.030003,0.657921
61.1,0.010625,62.48893078,0.028976,0.549318
62.1,0.010155,63.21887761,0.027363,0.32989
62,0.009838,63.26283184,0.0269,0.129962
61.8,0.30406,63.48078066,1.017699,0.587515
62.4,0.151771,63.40703453,0.408446,0.592703
62.2,0.101739,63.49984003,0.270202,0.281042
62.7,0.076083,63.93019584,0.199059,0.103296
62.7,0.060639,64.3607712,0.16191,0.585995
61.7,0.050636,63.15930139,0.137127,0.139645
61.7,0.043742,62.8683822,0.118693,0.787487
63.2,0.038016,64.29144886,0.100905,0.04227
62.3,0.033796,64.24302983,0.090222,0.417724
61.9,0.030408,63.48524146,0.081011,0.932912
63.1,0.027661,64.46367911,0.074034,0.780828
63.3,0.025455,64.44111144,0.068572,0.584146
63.9,0.023344,65.53037468,0.063155,0.294429
63.1,0.021594,64.77436486,0.058117,0.334386
62.1,0.020293,64.0612422,0.054133,0.534103
62.1,0.018939,63.44431323,0.050952,0.15972
61,0.018091,62.73353134,0.049009,0.202838
62.3,0.017009,63.8448587,0.045475,0.740902
63.7,0.015902,65.38798044,0.042881,0.850353
62.4,0.015215,64.18991668,0.040458,0.728271
60.7,0.014562,62.57700917,0.039158,0.612729
61.9,0.013779,62.91091453,0.035717,0.119799
62.8,0.013275,63.82896088,0.035636,0.661465
63.8,0.012692,65.7066835,0.03428,0.386703
62.3,0.012228,63.42833169,0.032699,0.78147
60.8,0.011733,62.08407907,0.031756,0.173021
64.2,0.011303,65.51847262,0.031134,0.384354
63,0.010865,64.00003332,0.029307,0.461995
61.9,0.010498,63.77763804,0.027641,0.376
62.7,0.010174,64.22897436,0.027303,0.789826
62.6,0.00973,64.32281065,0.025489,0.275898
63.2,0.302588,64.78170479,1.01405,0.383006
61.5,0.151748,62.9933349,0.396381,0.164463
63,0.101013,64.6931627,0.263468,0.799003
62.7,0.07563,64.18461093,0.200064,0.440245
62.7,0.060695,63.71298062,0.159211,0.87
62.9,0.050538,64.09066794,0.136446,0.163036
63.3,0.043168,64.70909761,0.114801,0.385595
63.5,0.037782,65.02556065,0.0993,0.839877
62.5,0.033795,64.09624247,0.089553,0.226582
63,0.030241,64.56943576,0.081845,0.812309
62.5,0.027381,64.02618318,0.071232,0.068697
62.5,0.025219,63.92529891,0.066593,0.592559
61.6,0.023332,63.26540873,0.062544,0.671936
63.6,0.021589,64.63883708,0.056138,0.687398
64.3,0.020035,65.34938194,0.053705,0.539037
61.9,0.018915,63.0163214,0.050278,0.912143
62.2,0.017898,64.16118208,0.046999,0.276752
63.7,0.01684,65.53225593,0.044058,0.663627
61.8,0.01598,63.51768588,0.041593,0.612844
64.4,0.015204,65.41895235,0.040664,0.28519
64.7,0.014306,65.9157956,0.038148,0.948859
63.6,0.013725,64.69860694,0.036797,0.084834
64.6,0.013141,66.22747243,0.033463,0.942898
64.4,0.012511,65.68155961,0.033379,0.94311
64.3,0.012054,66.17371694,0.032526,0.127579
62.8,0.01164,64.42191197,0.030959,0.641944
64.1,0.011225,65.78366405,0.029214,0.847085
64,0.010756,65.92320575,0.028472,0.882638
63.9,0.010406,64.92224517,0.027836,0.455285
63.6,0.010089,64.74020735,0.02629,0.37152
62,0.00977,63.96184086,0.025535,0.976545
63.4,0.299376,65.17531084,0.973434,0.860521
62.6,0.151131,63.69167421,0.390208,0.968464
63.6,0.100322,64.97747238,0.256526,0.163868
62.7,0.075351,64.50259452,0.196524,0.34983
62.5,0.060527,64.26802538,0.161956,0.699815
62.5,0.050453,63.57169612,0.133037,0.929558
63.9,0.043232,64.93339277,0.11167,0.902505
63.1,0.037787,64.22078428,0.097672,0.350433
63.6,0.033391,64.64282394,0.086624,0.639037
64.5,0.030152,65.57498022,0.079415,0.16352
62.8,0.027559,63.80166632,0.07115,0.310217
63.7,0.025145,64.92129227,0.066199,0.558849
63.5,0.023112,65.26619557,0.058811,0.882285
64,0.021395,65.07346268,0.056082,0.983466
62.1,0.020143,63.22076974,0.051903,0.10456
61.7,0.018926,63.1016346,0.049512,0.245678
64.2,0.017704,65.2839989,0.046353,0.553099
63.1,0.016676,64.9986606,0.044093,0.068478
62.5,0.015917,63.96070218,0.041144,0.038746
63,0.015072,64.21125722,0.039827,0.731425
63.2,0.014294,64.21517453,0.037687,0.102485
63.2,0.013772,64.51216895,0.035737,0.993766
63.8,0.013012,65.59517349,0.033715,0.959554
65,0.012462,66.33720752,0.032351,0.238075
62.6,0.012088,64.1057255,0.031429,0.073226
63.3,0.011635,65.0388074,0.030877,0.685712
62.4,0.011231,63.66141939,0.029993,0.709382
63.4,0.010754,64.54990044,0.028583,0.914622
63.9,0.010353,65.07451812,0.026777,0.378793
63.6,0.010023,64.6339094,0.026504,0.759036
63.5,0.009715,64.63463227,0.025289,0.428503
63.2,0.299198,65.13084634,0.93581,0.342558
63.4,0.150351,64.77508186,0.376227,0.630024
62.9,0.100295,64.54518359,0.259761,0.709036
62.8,0.075295,64.27947923,0.191496,0.952579
64,0.060241,65.21762509,0.156954,0.896806
63.3,0.049895,64.32284509,0.129627,0.280989
63.7,0.042657,64.98230154,0.109566,0.789085
64.5,0.037459,65.94715247,0.096689,0.369985
63.7,0.033248,65.61164474,0.086166,0.22639
63.7,0.029904,65.5848023,0.07755,0.115593
62.7,0.027319,64.49621455,0.069826,0.231783
63.1,0.025085,64.8619617,0.066129,0.099855
62.2,0.023127,63.53304941,0.059198,0.585425
64.7,0.021587,66.20859321,0.057145,0.50531
62.5,0.020138,64.15837836,0.052896,0.229752
64.5,0.018834,66.47880934,0.048295,0.993419
64.2,0.017487,65.86705481,0.044395,0.884934
63.6,0.016647,65.04553103,0.042734,0.72665
62.9,0.015858,64.64702907,0.04183,0.008298
62.9,0.015,64.18332369,0.038906,0.093085
63.4,0.014188,64.93829221,0.035648,0.913477
63.5,0.013612,64.91587701,0.035072,0.208327
61.5,0.013178,62.5788712,0.034086,0.824852
63.8,0.012499,64.86133062,0.03224,0.07979
64,0.011969,65.61566902,0.031051,0.618702
63.4,0.01152,65.00120358,0.029034,0.782877
64.2,0.011109,65.50092021,0.028853,0.416416
64.1,0.0107,65.62514547,0.02779,0.320287
62.4,0.010356,63.49789555,0.027121,0.166869
63.8,0.010021,65.53003214,0.026454,0.858686
62.7,0.009751,64.11516289,0.025628,0.133642